code_aliment;nom_fr;nom_scientifique;groupe;sous_groupe;sous_sous_groupe;energie_kcal_100g;eau_g;proteines_g;glucides_g;sucres_g;fibres_g;lipides_g;ag_satures_g;ag_monoinsatures_g;ag_polyinsatures_g;omega3_ala_g;sel_g;calcium_mg;fer_mg;magnesium_mg;zinc_mg;phosphore_mg;potassium_mg;vitamine_C_mg;beta_carotene_ug;vitamine_D_ug;vitamine_B12_ug;folates_B9_ug;vitamine_B1_mg;vitamine_B2_mg;vitamine_B6_mg;vitamine_E_mg
19711;Fromage blanc, nature, 7-8% MG;;produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;116;79,5;5,55;5,87;3,69;0,05;7,63;5,19;2,21;0,24;0,048;0,11;120;< 1;9,6;0,41;94;140;traces;41;< 0,2;0,29;10,8;0,038;0,18;< 0,05;-
19712;Fromage blanc, nature, au lait de brebis, 5% MG environ;;produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;92,5;-;6,35;4,29;2,93;0;5,61;3,91;-;-;-;0,1;210;-;-;-;-;-;-;-;1,1;-;-;-;-;-;-
19713;Fromage blanc, nature, au lait de chèvre, 7% MG environ;;produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;98,3;-;6,55;3,04;2,65;0;6,73;4,61;-;-;-;0,077;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
19714;Fromage blanc ou spécialité laitière, aromatisé, 0% MG, sucré;;produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;76,9;78,2;7,01;12,3;11,9;0;0,05;0,038;-;-;-;0,1;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-
19715;Fromage blanc ou spécialité laitière, aromatisé, 2-3% MG, sucré;;produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;98,7;77,3;6,2;12,8;12,4;0,000033;2,59;1,67;-;-;-;0,093;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-
19716;Fromage blanc, nature, 2-3% MG, sucré;;produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;101;-;7,66;10,9;10,8;0;3,09;2,03;-;-;-;0,099;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
19718;Fromage blanc ou spécialité laitière, aromatisé, 7-8% MG, sucré;;produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;131;-;5,29;12,8;12,5;0,1;6,57;4,22;-;-;-;0,088;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-
19719;Fromage frais type petit suisse, aux fruits, 2-3% MG, sucré;;produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;101;76,4;6,39;12,9;12,3;0,067;2,64;1,71;-;-;-;0,092;150;-;-;0,41;-;-;-;-;1,36;0,3;-;-;0,24;-;-
19720;Fromage frais type petit suisse, aux fruits, 2-3% MG, sucré, enrichi en vitamine D;;produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;57,6;87,4;3,43;4,68;3,6;0,4;2,44;1,52;0,53;0,047;0,012;0,1;131;< 0,25;10,9;< 0,5;93;169;< 2;< 30;traces;0,13;-;0,02;0,25;0,02;-
19721;Fromage frais type petit suisse, aromatisé, 2-3% MG, sucré;;produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;92,7;-;5,96;12,3;11,8;0;2,23;1,46;-;-;-;0,1;143;-;-;-;-;-;-;-;1,13;-;-;-;-;-;-
19722;Fromage frais type petit suisse, aromatisé, 2-3% MG, sucré, enrichi en vitamine D;;produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;90,2;-;4,89;12,2;11,4;0,036;2,48;1,67;-;-;-;0,12;150;-;-;-;-;-;-;-;2,15;-;-;-;-;-;-
19725;Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, sucré;;produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;78,6;-;8,08;11,5;10,9;0,13;0,089;0,05;-;-;-;0,11;112;-;-;-;-;-;-;-;-;-;-;-;-;-;-
19673;Crème dessert, allégée en matière grasse, rayon frais;;produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;78,2;80;3,66;12,6;11,4;1,5;1,1;0,72;0,33;0,02;< 0,01;0,13;127;-;-;-;-;-;-;-;-;-;-;-;-;-;-
19674;Flan aux oeufs, rayon frais;;produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;113;74,1;4,23;17,7;16;0,38;2,74;1,52;0,66;0,16;< 0,01;0,15;86,3;0,35;12,9;0,51;-;150;-;-;-;-;-;-;0,14;-;-
19678;Lait emprésuré aromatisé, rayon frais;;produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;111;72,1;4,65;16;14,9;0,6;3,03;2,05;-;-;-;0,15;208;-;9,5;-;71;235;-;-;-;-;-;-;-;-;-
19679;Lait gélifié aromatisé, nappé caramel, rayon frais;;produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;91,4;76,7;2,55;16,8;14,3;2,2;1,05;0,69;0,21;0,024;0,005;0,098;93;< 0,25;8,54;< 0,5;67,9;139;< 2;508;traces;< 0,1;-;0,02;0,16;0,02;-
19680;Lait gélifié aromatisé, rayon frais;;produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;124;75,2;3,39;19,5;17,6;0,52;3,53;2,15;0,63;0,074;0,0074;0,14;120;0,61;14,5;0,55;81;181;< 0,5;7;< 0,2;0,045;21,5;0,03;0,17;0,037;0,043
19681;Liégeois ou viennois (chocolat, café, caramel ou vanille), rayon frais;;produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;139;71,4;3,09;16,1;14,6;2;6,48;4,27;1,41;0,14;0,024;0,12;92,5;1,1;17,5;< 0,5;78,6;209;< 2;< 30;traces;< 0,1;-;< 0,02;0,17;< 0,03;-
19684;Oeufs au lait, rayon frais;;produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;124;-;5,03;14,7;14,4;0;5,08;2,88;-;-;-;0,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
19685;Panna cotta, avec préparations de fruits ou caramel, rayon frais;;produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;192;66,1;2,69;15,9;15,8;1,44;12,1;8,21;2,85;0,27;0,05;0,099;75,8;-;-;-;-;-;-;-;-;-;-;-;-;-;-
